播客名称,简介,标签,评分,排名,剧集名,剧集介绍,audio链接
,,,,,Screens: Are They Ruining Our Brains and Mental Health and Eyes and,"Tons of us are spending waaaayyy more time using screens these days — and it’s freaking us out. We’ve got all kinds of worries. Like, is all this screen time rotting kids’ brains? Is social media destroying our mental health? And then there’s our eyes. Our eyes!! Are all these screens ruining them too?! To find out, we speak to psychologist Dr. Brenna Hassinger-Das, communication studies researcher Dr. Natalie Pennington and optical physicist Dr. Maitreyee Roy.  Check out the transcript here: https://bit.ly/2Rfp0I4This episode was produced by Michelle Dang with help from Wendy Zukerman, Rose Rimler, Meryl Horn, Nick DelRose and Taylor White. We’re edited by Blythe Terrell. Fact checking by Eva Dasher. Mix and sound design by Bumi Hidaka. Music written by Bumi Hidaka, Haley Shaw, Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Professor Seang Mei Saw, Professor Mark Rosenfield, Dr. Cristian Talens Estarelles, Dr. Rebecca Brand, Professor Wallace Dixon and Dr. Deborah Kloska. And thanks to all of our wonderful listeners who sent us messages about their screen use! It was so lovely to hear from all of you! And special thanks to Khairi, KC, and Makai Williams, Christina Couch and Lillian Adams, and Connie and Sekwan Walker, Kendra Pierre-Louis, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/0b8f07ad28d44c0faf50f8680572e0b9/
,,,,,Did a Secret Weapon Fry Diplomats' Brains?,"Back in 2016, U.S. Embassy workers in Cuba were struck by a mysterious noise, followed by symptoms like headaches, dizziness and memory problems. This sent the U.S. scrambling to try to find the culprit. Could it have been an ear-piercing sonic weapon? Or something even sneakier — a device that could beam microwaves into your brain?? We speak to journalist Tim Golden, Prof. Douglas Smith, Prof. Fernando Montealegre-Zapata, Dr. Mitchell Joseph Valdés-Sosa, Prof. Chris Collins, and Prof. Alan Carson. Our instagram is: science_vsCheck out the transcript here: https://bit.ly/2Pf3janApply to the Science Vs internship! https://jobs.lever.co/spotify/4fd5b230-4bf5-463e-ac64-e13f369f1b1eThis episode was produced by Nick DelRose and Wendy Zukerman, with help from Meryl Horn, Rose Rimler, Michelle Dang and Taylor White. We’re edited by Blythe Terrell. Fact checking by Eva Dasher. Mix and sound design by Bumi Hidaka. Music written by Bumi Hidaka, Peter Leonard, Marcus Bagala, Emma Munger and Bobby Lord. Translation help by Kristin Torres. A huge thanks to the researchers who helped us out for this episode -- we spoke to around two dozen experts to get their thoughts on many different parts of this -- from the brain studies to the possibility of microwave weapons. Many of them just wanted to talk on background - but thank you so much for your time. And special thanks to Ayo Oti, Navani Otero, Andrea B. Scott, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/ca7fb9ecd2be4275949e983f7a5a6cf1/
,,,,,How Science Created Morons,"REBROADCAST: This episode looks at how one of the worst ideas in science got a big push from a bad study… and intellectuals of the day lapped it up. We speak to science writer Carl Zimmer and Prof. J. David Smith, whose research helped get to the bottom of this messed-up story.Check out the full transcript here: https://bit.ly/3sZ3m8PThis episode was produced by Kaitlyn Sawrey, Wendy Zukerman, and Romilla Karnick with help from Meryl Horn, Rose Rimler, Shruti Ravindran and Nick DelRose. We’re edited by Blythe Terrell, extra editing help from Alex Blumberg and PJ Vogt. An extra thanks to Phoebe Flanagan as well as Emily Ulbricht for help with German translations. Fact checking by Michelle Harris and Nick DelRose. Mix and sound design by Emma Munger and Bumi Hidaka. Music written by Peter Leonard, Bobby Lord and Emma Munger. We also spoke to Professor Peter Visscher for this episode. Thank you. A huge thanks to all the Zukerman Family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/d2aff36c8c664eff8fb613a8643a3e05/
,,,,,Coronavirus: How Scary Are the Variants?,"Just as coronavirus vaccinations are ramping up, a bunch of new variants are here, threatening to muck everything up. So we’re wondering — will these jabs still work, or is this the pandemic that never ends? To find out, we talk to Dr. Ben Reis, biochemist Prof. Pei-Yong Shi, virologist Prof. Ann Sheehy, and infectious disease expert Dr. Katy Stephenson.Check out the transcript here: https://bit.ly/3mbc0hQThis episode was produced by Wendy Zukerman, Rose Rimler, Nick DelRose and Meryl Horn, with help from Michelle Dang and Taylor White. We’re edited by Blythe Terrell, editing help from Caitlin Kenney. Fact checking by Taylor White. Mix and sound design by Bumi Hidaka. Music written by Peter Leonard, Marcus Bagala, Emma Munger and Bobby Lord. A huge thanks to the researchers we got in touch with for this episode as well as all the listeners who told us about their vaccine experience! And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/079946713d58462885a32b6044f47d30/
,,,,,"Snake Bite Cures: Weasels, Pigeons, Pee","Venomous snakes entranced medieval Europe. And although bites were rare, this didn’t stop 14th century doctors from using everything but the kitchen sink to make snake bite treatments. We’re talking weasels, birds — even the pee of a young man. So was it all for snakes and giggles? Or is there something we’re missing in our treatments today? We speak to medieval animal expert Dr. Kathleen Walker-Meikle. Check out the transcript here: https://bit.ly/3fqzNJpThis episode was produced by Taylor White with help from Wendy Zukerman, Rose Rimler, Meryl Horn, Michelle Dang and Nick DelRose. We’re edited by Blythe Terrell. Fact checking by Erica Akiko Howard. Mix and sound design by Bumi Hidaka. Music written by Bumi Hidaka, Haley Shaw, Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/ad3af1e8008047d6ad20170a96bf4eda/
,,,,,SNAKES!!!,"Snake venom is a wily beast. It's packed with hundreds of toxins that can attack our blood vessels, muscles and nerves. That's why snake bites kill some 100,000 people each year. On today's show — dangerous snake bites and the bizarre way we make the only thing that can save you from them: antivenom. (Spoiler alert: it takes snake milkers and stables filled with horses.) We'll also look at the groundbreaking research that could eventually revolutionise all this. We speak to Captain Pete Bethune, snake venom researchers Dr. Christina Zdenek, Professor José María Gutiérrez, Dr. Laura Albulescu and snake milker Greivin Corales. To read more about Pete Bethune's work: https://www.earthrace.net/ Our instagram is: science_vsCheck out the transcript right here: https://bit.ly/3ffV8oEThis episode was produced by Wendy Zukerman with help from Meryl Horn, Rose Rimler, Michelle Dang, Nick DelRose, and Taylor White. We’re edited by Blythe Terrell. Fact checking by Erica Akiko Howard. Mix and sound design by Bumi Hidaka. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Professor Abdul Razaq Habib, Dr. Gavin Smith, Professor Abina Crean, Professor Nick Casewell, Dr. Jessicah Kurere, and Dr. Tarek Mohamed. And special thanks to Pia Gadkari, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/36e09a69ce2e4cf287f61c0550cf05f3/
,,,,,UFOs: Through the Wormhole Again,"In 2017, a weird-looking space object called ʻOumuamua whipped past our sun. Now a Harvard scientist is suggesting it miiiight be an alien probe! So we’re revisiting this episode from a few years ago, where we ask: could aliens actually exist? Is there any chance they’ve visited Earth already? We talked to astronomers Dr. Jill Tarter, Dr. Seth Shostak, investigative journalist David Clarke, and physicist Prof. Jim Al Khalili.Check out the transcript here: http://bit.ly/2QlCqSfThis episode was originally produced by Kaitlyn Sawrey, Wendy Zukerman and Rose Rimler with help from Shruti Ravindran and Meryl Horn. Nick DelRose helped produce the updated version. Fact Checking by Michelle Harris, Meryl Horn and Nick DelRose. Music by Bobby Lord and Emma Munger, mixed by Emma Munger and Bumi Hidaka. Editing by Blythe Terrell. Additional editing help from Caitlin Kenney. Also thank you to Dr. Ravi Kumar Kopparapu, Dr. Craig O'Neill, Dr. Jessie Christiansen, Dr. Cameron Hummels, Dr. Phil Hopkins, Dr. Avi Loeb, and the many other researchers who helped us on this.",https://www.listennotes.com/e/p/1023026d46b9470abdfb731166354b26/
,,,,,Brood X: A Drug-fueled Cicada Orgy,"Parts of the U.S. are about to see a surge of cicadas — masses of flying bugs, popping up all over the place. After 17 years underground, a crap ton of Brood X cicadas will emerge for a giant chorusing orgy — and it’s all for sex and drugs. So what does this cicada storm mean for us? Should we be bugging out? We speak to biologist Dr. John Cooley, ecologist Dr. Louie Yang, mycologist Dr. Matt Kasson, and evolutionary biologist Prof. Chris Simon. Check out the transcript right here: http://bit.ly/3cnpD95You can help scientists map out the 2021 Brood X emergence by snapping photos of the cicadas with your smartphone! – To join in, check out the Cicada Safari app at www.cicadasafari.org This episode was produced by Michelle Dang with help from me, Wendy Zukerman, as well as, Nick DelRose, Taylor White, Meryl Horn, and Rose Rimler. We’re edited by Blythe Terrell. Fact checking by Erica Akiko Howard. Mix and sound design by Bumi Hidaka. Music written by Bumi Hidaka, Haley Shaw, Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Dr. DeAnna Beasley, Prof. Donald Steinkraus, and Prof. Marten Edwards. And to all folks we spoke to about their cicada experiences: Martin, Carrie Engel, Maureen Hoffmann, Ryan Hampel — and thanks to Brad Bolton for the cicada recording. And special thanks to Emmanuel Dzotsi, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/bbbdb4cdbd0f4fcb9353cc2e47f0649d/
,,,,,Immune Boosting: Is It a Bust?,"Internet influencers have been pushing “immune boosters” during the pandemic — claiming they’ve got just the pill, berry or brew to rev up our body’s defenses. But is there really a way to boost our immune system? We’re finding out whether these vitamins and supplements truly work as a shield against colds and viruses. We speak to public health Prof. Tim Caulfield, nutrition Prof. Carol Johnston, immunologist Shiv Pillai, and immune aging researcher Niharika Duggal. Check out the transcript right here: https://bit.ly/3c6u1JoAnd find more rhymes from Shiv on TikTok: profpillaipoetCredits: This episode was produced by Rose Rimler with help from Wendy Zukerman, as well as Taylor White, Nick DelRose, Meryl Horn, and Michelle Dang. We’re edited by Blythe Terrell. Fact checking by Diane Kelly. Mix and sound design by Bumi Hidaka. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Dr. Brian Crucian, Dr. Harri Hemila, Dr. Wendy Weber, Dr Shai Shen Orr, Dr. Ravindra PV, Prof. Philip Calder, Dr. Oveta Fuller, Dr. Kate Edwards, Dr. Hawley Kunz, Prof. Graham Rook, Prof. Emily Ho, Dr. Dayong Wu, Prof. David Nieman, Dr. Byron Quinn, Dr. Allison Kelliher, and Prof. Adrian Martineau. And special thanks to Willa Rubin, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/afca015de1944ac4b0a6bbd80f816564/
,,,,,"Bringing the Science Back, Baby!","There are a lot of fads, blogs and strong opinions, but then there’s SCIENCE. Season 10 starts March 4!",https://www.listennotes.com/e/p/0874e1e87f5e4a29992f266ee148d1f5/
,,,,,Butterflies Are Secret Monsters,"Butterflies flit through life as the pride and joy of the insect world. But when we saw photos of butterflies swarming the eyes of turtles, we wondered if there was a dark side lurking behind all those flashy colors. Assistant Professor of Biology Chandreyee Mitra lets us in on these butterfly secrets.Here’s a link to our transcript: https://bit.ly/36osuwx This episode was produced by Nick DelRose with help from Wendy Zukerman, Meryl Horn, Michelle Dang, Rose Rimler, and Taylor White. We’re edited by Blythe Terrell. Mix and sound design by Peter Leonard. Music written by Peter Leonard. And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/51a0bccc3d354b368f8e2e17f8d2ad96/
,,,,,Presenting Coronavirus: Fact Vs. Fiction,"This week, we’re sharing an episode of Coronavirus: Fact Vs. Fiction, a podcast from CNN. This episode is The Hunt for Disease X: As human activity ventures further into the wilderness, scientists believe more diseases will emerge. CNN Senior International Correspondent Sam Kiley takes Dr. Sanjay Gupta on a journey deep into the rainforests of the Democratic Republic of the Congo, where the hunt for the next pandemic pathogen continues.Coronavirus: Fact vs. Fiction is a production of CNN Audio. Megan Marcus is the executive producer. Felicia Patinkin is the senior producer. Raj Makhija is the senior manager of production operations. This episode was produced by Anna Lagamayo, Rachel Cohn, Emily Liu, Eryn Mathewson, Madeleine Thompson, Zach St. Louis and Zoe Saunders. The medical writer is Andrea Kane. Nathan Miller is the engineer, and David Toledo is the team’s production assistant. Special thanks to Ben Tinker and Amanda Sealy of CNN Health, as well as Ashley Lusk, Courtney Coupe and Daniel Kantor from CNN Audio.Mixed for Science Vs by Bumi Hidaka.",https://www.listennotes.com/e/p/e384e32b8b7946fe9fd520f53cdc11fb/
,,,,,Magic Mushrooms: Trip Through the Science,"Magic mushrooms have hit the headlines, with people saying that shrooms cured their depression and anxiety. But is this for real? How can taking a trip on psychedelics fix your brain? Today, magic mushrooms ditch their tie dye for a lab coat as we go on a magical journey into the science. We talk to clinical psychologists Dr. Alan Davis and Dr. Albert Garcia-Romeu, and neuropsychologist Dr. Katrin Preller.Here’s a link to our transcript: https://bit.ly/37Th8QXThis episode does deal with depression. Here are some crisis hotlines:  United States: US National Suicide Prevention Lifeline 1-800-273-TALK (2755) (Online chat available); US Crisis Text Line Text “GO” to 741741 Australia: Lifeline 13 11 14 (Online chat available) Canada: Canadian Association for Suicide Prevention (See link for phone numbers listed by province) United Kingdom: Samaritans 116 123 (UK and ROI) Full list of international hotlines here  This episode was produced by Meryl Horn and Michelle Dang with help from Wendy Zukerman, Nick DelRose, Rose Rimler and Hannah Harris Green. We’re edited by Blythe Terrell. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Prof. David Nichols, Dr. James Rucker, Prof. Bryan Roth, Dr. Erika Dyck, Dr. Daniel Wacker, Mary Cosimano, Dr. Fred Barrett, Dr. Natalie Gukasyan, Dr. Jeff Guss, Dr. Suresh Muthukumaraswamy, Prof. Harriet de Wit, Dr. Nadia Hutten, Dr. Vince Polito, Dr. Kim Kuypers and Dr. Matt Kasson. Thanks to all the clinical trial participants and ‘psychonauts’ who spoke to us. And special thanks to Lexi Krupp, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/bf298d6abeb2430aaa64bde050617f53/
,,,,,Coronavirus: More Scared or Less Scared?,"MINI EPISODE! Tons of new science means fresh answers on a few things that really freaked us out at the start of the pandemic: coronavirus on surfaces; ibuprofen and Covid-19; and getting Covid twice. Link to transcript: https://bit.ly/3lXu6CaThis episode was produced by Rose Rimler, Nick DelRose, and Wendy Zukerman with help from Michelle Dang and Hannah Harris Green. We’re edited by Blythe Terrell with help from Caitlin Kenney. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. Thanks to everyone we got in touch with for this episode, and special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/c6f8676c1cc244ccb7880da15472fdf2/
,,,,,Coronavirus: Shots! Shots! Shots!,"There’s a ton of hoopla over these new coronavirus vaccines. But given that they’ve been produced at warp speed — can we trust them? We also find out what’s going on with “long haulers.” How common is it to be sick for months from Covid-19? Plus, fresh new science about why some young people land in the hospital. We talk to Dr. Katy Stephenson, Dr. Alexander Hoischen, Dr. Jeffrey Siegelman, and Prof. Tim Spector. Link to transcript: https://bit.ly/37vYvT3This episode was produced by Rose Rimler, NickDelRose, and Wendy Zukerman with help from Michelle Dang, and Hannah Harris Green. We’re edited by Blythe Terrell with help from Caitlin Kenney. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. Thanks to everyone we got in touch with for this episode including Dr. Cleo Anastassopoulou, Dr. Cas van der Made, Prof. Joel Ray, Dr. Nicholas Tatonetti, Michael Zietz, Prof. Torben Barrington, Dr. Emma Pierson, Professor Peter Wark, Dr. Jennifer Dan, Dr. Natalie Lambert, Dr. Benjamin Abramoff and others. And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/66f9468735b644a1be5ecfefa72069e2/
,,,,,Did the CIA do it? Part II,"When a deadly pig virus hit Cuba in 1971, some claimed the CIA was behind it all. But could it be true? In part two of our investigation into the outbreak, we finally hear directly from the CIA — and get to the bottom of what happened. In this episode: ex-CIA Brian Latell, journalist Drew Fetherston, Professor Mary-Louise Penrith and Professor José Manuel Sánchez-Vizcaíno. Please fill out our Science Vs survey! Link here: https://blythet.typeform.com/to/Z7YOM2QM New to the show? Some of our fave episodes are ...Hunting an Invisible Killer: https://gimletmedia.com/shows/science-vs/brhv724 The Mystery of the Man Who Died Twice: https://gimletmedia.com/shows/science-vs/brhod5  Placebo: Can the Mind Cure You? https://gimletmedia.com/shows/science-vs/5whgzd 5G: Welcome to the Revolution? https://gimletmedia.com/shows/science-vs/j4h39x Here’s a link to our transcript: https://bit.ly/2Kn0iSvA huge thanks to Dan Guillemette, Rebecca Ibarra and the team at WNYC's Scattered. This episode was produced by Wendy Zukerman, with help from Nick DelRose, Mathilde Urfalino, Hannah Harris Green, Rose Rimler and Michelle Dang. It was edited by Blythe Terrell and Caitlin Kenney, with help from PJ Vogt. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Emma Munger, Bobby Lord and Marcus Bagala. Interpreting by Carmen Graterol and Julia Kaplan. Translation by Silvina Baldermann. Thanks to everyone we got in touch with for this episode including Peter Kornbluh, Professor Piero Gleijeses, Professor Armanda Bastos, Dr. Alexis Albion, Dr. David Williams, Professor Hugh Wilford, Dr. James Lockhart, Professor Louis A. Pérez, Dr. Megan Niederwerder, Steven Aftergood, and Vicki J. Huddleston. And thank you to the Cuban exiles and those who fought in the bay of pigs for speaking to us. A special thanks to the Zukerman family, and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/45348202d8074f5080d450cfb1caec7b/
,,,,,Did the CIA Plant a Virus in Cuba?,"When the Cuban government rounded up and killed thousands of pigs in 1971, people were angry and confused. Castro claimed they were trying to stop an outbreak. But then rumours started spreading that something much bigger was behind it all. The CIA. To find out more, we speak to Professor Virgil Suarez, journalist Drew Fetherston, Professor Mary Louise Penrith, ex-CIA Carol ""Rollie"" Flynn and Professor Loch Johnson.Here’s a link to our transcript: https://bit.ly/3ksSP0oA huge thanks to Dan Guillemette, Rebeca Ibarra and the team at WNYC's Scattered. This episode was produced by Wendy Zukerman, with help from Nick DelRose, Mathilde Urfalino, Hannah Harris Green, Rose Rimler and Michelle Dang. It was edited by Blythe Terrell and Caitlin Kenney, with help from PJ Vogt. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Emma Munger, Bobby Lord and Marcus Bagala. Interpreting by Carmen Graterol and Julia Kaplan. Translation by Silvina Baldermann. Thanks to everyone we got in touch with for this episode including Peter Kornbluh, Professor Piero Gleijeses, Professor Armanda Bastos, Dr. Alexis Albion, Dr David Williams, Professor Hugh Wilford, Professor Jose Sánchez-Vizcaíno, Dr James Lockhart, Professor Louis A. Pérez, Dr Megan Niederwerder,Steven Aftergood, and Vicki J. Huddleston. And thank you to the Cuban exiles and those who fought in the bay of pigs for speaking to us. A special thanks to the Zukerman family, and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/9a0a8fd743bd4cf6b22c74b1d00e7eee/
,,,,,Platypuses Get a Glow Up,"The eccentric platypus has always turned heads, and now it’s got something else up its sleeve. We talked with mammalogist Dr. Paula Anich to get the scoop.Here’s a link to our transcript: https://bit.ly/34YfHR4This episode was produced by Nick DelRose with help from Wendy Zukerman, Rose Rimler, Michelle Dang, and Hannah Harris Green. We’re edited by Blythe Terrell. Mix and sound design by Bumi Hidaka. Music written by Peter Leonard. And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/c98ad873738f4a03a519aac3b5c3f786/
,,,,,Reparations: How Could It Work?,"The idea of paying Black Americans reparations for slavery has been around for a long time, but it’s starting to get more support than ever. So we ask: If the country does agree to pay up, how do you calculate the bill? And how could the U.S. come up with that kind of cash? To find out, we talk to historian and farmer Leah Penniman, economist Prof. William Darity Jr., public policy scholar Assistant Prof. Naomi Zewde, and Ebony Pickett. UPDATE 10/30/20: An earlier version of this episode said that the average White person who didn't finish high school makes more money than the average Black person who graduated from college. The actual statistic is about net worth, rather than income, so we removed this reference. We’ve updated the episode.Check out the transcript here: https://bit.ly/3kSFe3qSelected resources: Leah’s book, Farming While Black Sandy’s book, From Here to Equality This Time article about Rosewood This episode was produced by Rose Rimler and Anoa Changa with help from Wendy Zukerman, Hannah Harris Green, Michelle Dang, and Nick DelRose. We’re edited by Blythe Terrell. Fact checking by Erica Akiko Howard. Mix and sound design by Sam Bair. Music written by Peter Leonard, Emma Munger, Bobby Lord and Marcus Bagala. Baby sounds provided by Hunter and Lyric. Thanks to everyone we got in touch with for this episode including Sophia Clark, Dr. Dania Francis, Dr. Dionissi Alliprantis, Prof. Kristen Broady, Prof. Rashawn Ray, Dr. Rhonda Vonshay Sharpe, Prof. Henry Thompson, Prof. Richard Edwards, and Prof. Steve Greenlaw. A special thanks to the Zukerman family, Walter Rimler, and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/00447db6d0334503a4594057071aadc0/
,,,,,Supervolcanoes: Is Yellowstone Gonna Blow?,"We keep hearing that a Yellowstone supervolcano could blow at any moment — and possibly wipe us all out. So is Yellowstone overdue for the BIG ONE, and if it happens, how bad could it be? To find out, we talk to paleoecologist Dr. Gill Plunkett, Yellowstone Volcano Observatory Scientist-in-Charge Dr. Mike Poland and Washington resident Christian Jacobsen. Here’s a link to our transcript: https://bit.ly/3kliFV6Check out Yellowstone Volcano Observatory’s weekly blog the “Caldera Chronicles”: https://www.usgs.gov/volcanoes/yellowstone/caldera-chroniclesThis episode was produced by Michelle Dang and Nicholas DelRose, with help from Wendy Zukerman, Rose Rimler and Hannah Harris Green. We’re edited by Blythe Terrell. Fact checking by Barbra Rodriguez. Mix and sound design by Sam Bair. Music written by Peter Leonard, Marcus Bagala, Emma Munger and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Brian Wilcox, Dr. Mike Rampino, Dr. Jazmin Scarlett, Dr. Joe McConnell, Dr. Rosaly Lopes and Dr. Thor Thordarson. And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/d36ce763d20a43d2877f9277f3280234/
,,,,,Science Vs Presents: How to Save a Planet,"We’re sharing another great Gimlet show, How to Save a Planet. On this episode: It started with students walking out of school to demand more action on climate change, built into an international movement – and then was propelled forward by a pandemic. This is the surprising story behind Europe’s climate plan, and what the rest of us can learn from it.Find more episodes here: https://open.spotify.com/show/1KzrasExlM5dgMYwgFHns6How to Save a Planet is hosted by Alex Blumberg and Dr. Ayana Elizabeth Johnson. Reporters and producers are Kendra Pierre-Louis, Rachel Waldholz and Anna Ladd. Senior producer is Lauren Silverman. Editor is Caitlin Kenney. Sound design, mixing and original music by Emma Munger. Additional music by Bobby Lord. Mixed for Science Vs by Robert Hann.Thanks to Manon Dufour and Annika Hedberg for talking with us about the European Green Deal. Special thanks to Sandra Riaño, Rachel Strom and Whitney Potter.",https://www.listennotes.com/e/p/903cc5f67b0a4cefbdb3b65f5625186e/
,,,,,Lab-Grown Meat: We Grill It,"Silicon Valley seems to be constantly pumping out ""solutions"" to fix our broken food system. The latest and greatest: cell-cultured meat — meat that's grown in vats, without needing to kill animals. Companies say their new techy meat will be safe and better for the planet than what we have now. We join forces with Chase Purdy, author of “Billion Dollar Burger,” to find out if this stuff is all it’s cracked up to be. In this episode, we speak to Ira van Eelen, Dr. Uma Valeti of Memphis Meats and Dr. Carolyn Mattick.Here’s a link to our transcript: https://bit.ly/2IbvIu1This episode was produced by Wendy Zukerman and Chase Purdy, with help from Rose Rimler, Nicholas DelRose, Michelle Dang and Hannah Harris Green. We’re edited by Blythe Terrell. Fact checking by Eva Dasher. Mix and sound design by Sam Bair. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Dr. Hanna Tuomisto, Dr. Marco Springmann and Dr. Lini Wollenberg. And special thanks to Livia Padilha, Jack Weinstein, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/7d8d26f4f07541fea24b34b6b5096253/
,,,,,Hunting an Invisible Killer,"An adventuring Swedish doctor takes on a decades-long medical mystery: What exactly was the 1918 flu? We talk to Dr. Johan Hultin, Eileen Hultin, Dr. Jeffery Taubenberger, Ann Reid, Rita Olanna and Annie Conger. Here’s a link to our transcript: https://bit.ly/30mnvt6Check out Radiolab’s episode on the 1918 flu here: https://bit.ly/3n9cxkmAnd the book Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused it by Gina Kolata: https://bit.ly/3ipCeJUThis episode was produced by Rose Rimler with help from Wendy Zukerman, along with Michelle Dang, Hannah Harris Green and Nicholas DelRose. We’re edited by Blythe Terrell. Fact checking by Eva Dasher. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Bobby Lord, Emma Munger, and Marcus Thorne Bagala. Special thanks to: Abbie Ruzicka, Abigail Collins, Davis Hovey, John White, Robyn Russell, Rachel Cohen, Warren Kakoona, Brian Crockett, Trefon Angasan, Brad Angasan, Matt Ganley, Dr. Adam Lauring, Dr. Matt Memoli, Prof. Susan Jones, and everyone else we spoke to for this episode. Plus a big thanks to Brendan Klinkenberg, Walter Rimler, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/e4941623a642439abb0e89fb0f5d701e/
,,,,,Orgasms: Come for the Science,"There’s this idea that the female orgasm is a complicated riddle, but for a man with a penis, getting off is easy peasy. Is there really an orgasm gap? And if so — can science explain it? To learn more, we talk to neuroscientist Dr. Nan Wise, neuroscientist Dr. Nicole Prause and psychologist Dr. Candice Hargons. Here’s a link to our transcript: bit.ly/340vQDV Learn more about Dr. Nicole Prause’s’s lab, the Liberos Center: https://www.liberoscenter.com/ Check out Dr. Nan Wise’s website and her book “Why Good Sex Matters”: https://askdoctornan.com/ And check out Dr. Candice Hargons' website: http://drcandicenicole.com/ Thanks to everyone who participated in our survey and shared your orgasm stories with us!This episode was produced by Hannah Harris Green, with help from Wendy Zukerman, Michelle Dang, Rose Rimler and Nick DelRose. We’re edited by Blythe Terrell. Fact checking by Eva Dasher. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. Data Analysis by Morgan Green. Consulting by Rebecca Kling. Thanks to everyone we got in touch with for this episode including Dr. Adam Safron, Professor Larry Baskin, Professor Caroline Pukall, Dr. Laurence Levine, Dr. Jasmine Abrams, Dr. Justin Garcia, Dr. Laurie Mintz, Dr. Michael Brecht, Dr. Marcalee Alexander and Dr. Erica Marchand. A special thanks to the Zukerman family, Patty Harris, Richard Green and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/611134761b314802b58b197eb54a127a/
